,Census.Tract.GEOID,BUILDING.ID,BUILDING.ADDRESS,CARBON.DIOXIDE.EMISSIONS,COMPLIANCE.STATUS,X.DIFFERENCE.SOURCE.EUI,X.DIFFERENCE.SITE.EUI,ENERGY.STAR.SCORE,ENERGY.STAR.CERTIFICATION.ELIGIBILITY,ENERGY.STAR.CERTIFICATION.LAST.APPROVAL.DATE,ENERGY.STAR.CERTIFICATION.YEARS.CERTIFIED,ENTITY.RESPONSIBLE.FOR.BENCHMARK,GROSS.BUILDING.FLOOR.AREA,INDOOR.WATER.USE,INDOOR.WATER.USE.INTENSITY,NUMBER.OF.BUILDINGS,OCCUPANCY,OUTDOOR.WATER.USE,POSTAL.CODE,PROGRAM.YEAR,PROPERTY.TYPE,SITE.EUI,Source.EUI,TOTAL.WATER.USE,WEATHER.NORMALIZED.SITE.EUI,WEATHER.NORMALIZED.SOURCE.EUI,YEAR.BUILT,AIN,LADBS.Building.Category,CityOwned,Building.Wave,Longitude,Latitude,CES.Score,CES.Score.Percentile,Disadvantaged.Community,building.type,year.built..year.,floor_area,baseline.annual.site.energy.use.intensity..kWh.m2.,floor_area_2,predicted_cooling_capacity_tons
7180,,427216845104,1060 S GLENDON AVE,,0,,,,,,,,,,,,,,90024,2016,,,,,,,,021,"100,000+",0,3,,,,,,Multi Family House,1990s,363052,54.8,131806754704,0.613046
6292,6037265510.0,427277843390,10919 WELLWORTH AVE,,0,,,,,,,,,,,,,,90024,2020,,,,,,,,018,"20,000 to 49,999",0,1,-118.44344,34.05682,29.846859312968103,59.0995081346954,0.0,Multi Family House,1970s,29407,4.5,864771649,0.168154
6306,6037265510.0,427304843098,10933 ROCHESTER AVE,,0,,,,,,,,,,,,,,90024,2019,,,,,,,,087,"50,000 to 99,999",0,5,-118.44318999999999,34.055946,29.846859312968103,59.0995081346954,0.0,Multi Family House,1980s,69760,21.1,4866457600,0.30346599999999996
6288,6037265510.0,427310842857,1375 MIDVALE AVE,,0,,,,,,,,,,,,,,90024,2020,,,,,,,,045,"20,000 to 49,999",0,4,-118.44311,34.05536,29.846859312968103,59.0995081346954,0.0,Multi Family House,1980s,34579,31.7,1195707241,0.25455
2373,6037141202.0,427388876700,14248 DICKENS ST,81.2,1,-20.7,-20.7,84.0,0.0,,Not Available,Yardi Energy,34308.0,,,1.0,95.0,,91423,2018,Multifamily Housing,38.6,72.2,2417.0,38.6,72.2,1978.0,058,"20,000 to 49,999",0,1,-118.44338,34.148785,24.465509147816,48.8712321856476,0.0,Multi Family House,1970s,34308,38.6,1177038864,0.294561
6060,6037261200.0,427427868956,2950 N BEVERLY GLEN CIR,,0,,,,,,,,,,,,,,90077,2020,,,,,,,,065,"20,000 to 49,999",0,4,-118.44457,34.127693,8.953175257803,10.783200908059001,0.0,Retail,1970s,30919,56.3,955984561,1.886656
6371,6037267200.0,427518839811,1727 S BENTLEY AVE,128.4,1,-48.4,-48.4,100.0,0.0,,Not Available,Verdani Partners,60000.0,,,1.0,100.0,,90025,2019,Multifamily Housing,35.6,62.4,1458.7,35.6,62.4,2000.0,024,"50,000 to 99,999",0,1,-118.44273999999999,34.0473,25.124388986192603,50.1576491360827,0.0,Multi Family House,1990s,60000,35.6,3600000000,0.232513
6672,6037271300.0,427613832811,2560 S BARRINGTON AVE,36.8,1,-57.7,-57.7,,0.0,,Not Available,Faoro Family Trust,28508.0,,,1.0,100.0,,90064,2019,Multifamily Housing,18.6,50.0,660.5,18.6,50.0,1987.0,048,"20,000 to 49,999",0,1,-118.442764,34.0279,18.5100833276042,34.5062429057889,0.0,Multi Family House,1980s,28508,18.6,812706064,0.196448
1606,6037128500.0,427619885192,14220 BURBANK BLVD,88.3,1,-21.2,-21.2,81.0,0.0,,Not Available,Unknown,37129.0,,,1.0,100.0,,91401,2018,Multifamily Housing,39.8,68.6,1.9,41.1,69.9,2010.0,040,"20,000 to 49,999",0,2,-118.4427,34.172115000000005,26.0251375187,51.9107075293227,0.0,Multi Family House,1990s,37129,38.7,1378562641,0.19525
6273,6037265510.0,427638842210,10905 OHIO AVE,,0,,,,,,,,,,,,,,90024,2019,,,,,,,,017,"50,000 to 99,999",0,1,-118.44171999999999,34.053463,29.846859312968103,59.0995081346954,0.0,Multi Family House,1960s,49587,26.7,2458870569,0.275332
6186,6037265202.0,427638844868,1030 TIVERTON AVE,173.1,1,-23.0,-23.0,87.0,0.0,,Not Available,"RealPage Utility Management, Inc.",58070.0,,,1.0,95.0,,90024,2018,Multifamily Housing,48.3,92.6,2797.7,49.6,94.0,1987.0,036,"50,000 to 99,999",0,5,-118.44299,34.061375,19.496787098566898,37.0538529448859,0.0,Multi Family House,1980s,58070,51.8,3372124900,0.432335
6861,6037275302.0,427669817533,13488 MAXELLA AVE,615.1,1,-42.4,-42.4,,0.0,,Not Available,Lincoln Property Company,236775.0,,,2.0,95.0,,90292,2017,Multifamily Housing,43.1,73.6,15716.3,44.0,74.6,2013.0,BRK,"100,000+",0,2,-118.44236000000001,33.986195,29.550437948352,58.60764283011729,0.0,Multi Family House,1990s,236775,43.1,56062400625,0.6433479999999999
6492,6037267700.0,427699837447,2033 BELOIT AVE,45.0,1,-19.3,-19.3,82.0,0.0,,Not Available,equity residential,24072.0,,,1.0,95.0,,90025,2019,Multifamily Housing,31.1,61.4,861.4,31.2,61.5,1999.0,057,"20,000 to 49,999",0,4,-118.44228999999999,34.04105,31.4968747609683,62.2146550636903,0.0,Multi Family House,1990s,24072,31.1,579461184,0.152002
6187,6037265202.0,427727844775,1033 HILGARD AVE,150.8,1,-12.5,-12.5,69.0,0.0,,Not Available,Yardi Energy,112000.0,,,1.0,95.0,,90024,2019,Multifamily Housing,21.7,42.4,1920.1,21.7,42.5,1977.0,033,"50,000 to 99,999",0,3,-118.4417,34.061127,19.496787098566898,37.0538529448859,0.0,Multi Family House,1970s,112000,21.7,12544000000,0.44442299999999996
6812,6037272100.0,427732822766,3775 BEETHOVEN ST,14.5,1,-88.4,-88.4,,0.0,,Not Available,Unison Investment,41994.0,,,1.0,100.0,,90066,2018,Multifamily Housing,4.9,13.7,1883.0,,,1989.0,039,"20,000 to 49,999",0,4,-118.44191000000001,34.000694,13.4078312851969,21.0997603733132,0.0,Multi Family House,1980s,41994,4.9,1763496036,0.183857
6293,6037265510.0,427739842576,1400 MIDVALE AVE,126.2,1,-47.8,-47.8,100.0,1.0,,Not Available,"Silton Group, LLC",66460.0,,,1.0,100.0,,90024,2018,Multifamily Housing,32.5,51.8,2009.0,33.4,52.7,1989.0,018,"50,000 to 99,999",0,4,-118.44253,34.054707,29.846859312968103,59.0995081346954,0.0,Multi Family House,1980s,66460,32.5,4416931600,0.349554
6298,6037265510.0,427754842294,1441 MIDVALE AVE,148.8,1,-3.9,-3.9,57.0,0.0,,Not Available,"Silton Group, LLC",53208.0,,,1.0,100.0,,90024,2019,Multifamily Housing,46.1,83.8,1826.7,46.2,84.0,1987.0,033,"50,000 to 99,999",0,3,-118.44216999999999,34.054276,29.846859312968103,59.0995081346954,0.0,Multi Family House,1980s,53208,32.0,2831091264,0.307334
6894,6037275400.0,427766819555,4055 S REDWOOD AVE,401.5,1,-25.4,-25.4,90.0,0.0,,Not Available,"Conservice, LLC",300212.0,,,1.0,95.0,,90292,2017,Multifamily Housing,20.5,44.4,5492.2,20.9,44.8,2008.0,DWN,"100,000+",0,3,-118.44113,33.991904999999996,22.207233497451302,43.4228780426283,0.0,Multi Family House,1990s,183926,34.3,33828773476,0.49936099999999994
6671,6037271300.0,427802832238,2655 S BARRINGTON AVE,4.7,1,-92.5,-92.5,,0.0,,Not Available,C&S Enterprises,21231.0,,,1.0,100.0,,90064,2018,Multifamily Housing,3.2,8.9,707.7,3.2,9.0,1987.0,050,"20,000 to 49,999",0,5,-118.44153600000001,34.02633,18.5100833276042,34.5062429057889,0.0,Multi Family House,1980s,21231,2.7,450755361,0.143261
2372,6037141202.0,427817876548,14208 DICKENS ST,,0,,,,,,,,,,,,,,91423,2020,,,,,,,,005,"20,000 to 49,999",0,5,-118.44273999999999,34.148678000000004,24.465509147816,48.8712321856476,0.0,Multi Family House,1950s,21305,54.2,453903025,0.634839
6312,6037265520.0,427826840741,1646 GREENFIELD AVE,,0,,,,,,,,,,,,,,90025,2020,,,,,,,,096,"20,000 to 49,999",0,1,-118.44252,34.05012,19.4620090513475,36.9151217051331,0.0,Multi Family House,1980s,26000,16.0,676000000,0.18399100000000002
6367,6037267200.0,427862839606,1810 S BENTLEY AVE,39.7,1,-16.7,-16.7,77.0,0.0,,Not Available,Yardi Energy,26882.0,,,1.0,95.0,,90025,2018,Multifamily Housing,20.9,58.6,1045.6,18.9,52.9,1969.0,026,"20,000 to 49,999",0,4,-118.44185,34.046279999999996,25.124388986192603,50.1576491360827,0.0,Multi Family House,1960s,26882,17.5,722641924,0.190655
1572,6037128210.0,427928890514,14200 VICTORY BLVD,,0,,,,,,,,,,,,,,91401,2020,,,,,,,,026,"20,000 to 49,999",0,3,-118.44234499999999,34.186657000000004,49.1813532460001,88.0060537268256,1.0,Multi Family House,1980s,35441,21.0,1256064481,0.21886999999999998
6958,6037276603.0,427957806470,8700 PERSHING DR,267.9,1,12.0,12.0,28.0,0.0,,Not Available,equity residential,93243.0,,,1.0,95.0,,90293,2019,Multifamily Housing,48.7,89.3,1410.3,48.8,89.5,2004.0,159,"100,000+",0,1,-118.44122,33.95465,18.127508373145197,33.5225122966326,0.0,Multi Family House,1990s,93243,48.7,8694257049,0.373709
6199,6037265202.0,427978844472,10833 WILSHIRE BLVD,778.0,1,-20.0,-20.0,82.0,1.0,,Not Available,"Conservice, LLC",220767.0,,,1.0,95.0,,90024,2019,Multifamily Housing,64.4,78.2,8681.2,64.8,78.6,2001.0,023,"100,000+",0,2,-118.44091999999999,34.05957,19.496787098566898,37.0538529448859,0.0,Multi Family House,1990s,220767,64.4,48738068289,0.863892
6191,6037265202.0,428005845114,972 HILGARD AVE,100.4,1,-9.0,-9.0,64.0,0.0,,Not Available,"Silton Group, LLC",36000.0,,,1.0,100.0,,90024,2019,Multifamily Housing,46.4,81.4,1703.3,46.5,81.4,1980.0,014,"20,000 to 49,999",0,3,-118.44148,34.062355,19.496787098566898,37.0538529448859,0.0,Multi Family House,1980s,36000,46.4,1296000000,0.321737
6181,6037265202.0,428017845306,962 HILGARD AVE,,0,,,,,,,,,,,,,,90024,2020,,,,,,,,028,"20,000 to 49,999",0,4,-118.44144399999999,34.06256,19.496787098566898,37.0538529448859,0.0,Multi Family House,1980s,17000,59.4,289000000,0.31904699999999997
1575,6037128210.0,428073890506,14142 VICTORY BLVD,,0,,,,,,,,,,,,,,91401,2020,,,,,,,,026,"20,000 to 49,999",0,4,-118.44094,34.186659999999996,49.1813532460001,88.0060537268256,1.0,Multi Family House,1970s,30196,50.4,911798416,0.33664299999999997
7452,,428115806187,8700 PERSHING DR,109.7,1,-54.1,-54.1,100.0,0.0,,Not Available,equity residential,93243.0,,,1.0,95.0,,90293,2019,Multifamily Housing,19.9,36.6,1410.3,20.0,36.6,2004.0,159,"100,000+",0,4,,,,,,Multi Family House,1990s,93243,36.3,8694257049,0.310504
6477,6037267700.0,428158835557,2323 CORINTH AVE,0.0,1,,,,0.0,,Not Available,Costa de Oro Media,26708.0,1032.3,38.65,1.0,100.0,,90064,2018,Office,0.0,0.0,1032.3,0.0,0.0,1960.0,005,"20,000 to 49,999",0,4,-118.440605,34.035744,31.4968747609683,62.2146550636903,0.0,Office,1960s,26708,0.0,713317264,7.076625999999999
6888,6037275400.0,428215819099,4133 S REDWOOD AVE,447.0,1,27.0,27.0,17.0,0.0,,Not Available,"Vert Energy Group, Inc.",142000.0,,,1.0,100.0,,90292,2017,Multifamily Housing,52.7,90.6,4814.5,54.0,91.9,2008.0,BRK,"100,000+",0,5,-118.4398,33.990475,22.207233497451302,43.4228780426283,0.0,Multi Family House,1990s,142000,52.7,20164000000,0.545254
6179,6037265201.0,428297846128,870 HILGARD AVE,,0,,,,,,,,,,,,,,90024,2020,,,,,,,,028,"50,000 to 99,999",0,5,-118.44078999999999,34.064938,33.997462573033,66.70450245932649,0.0,Multi Family House,1970s,106400,12.4,11320960000,0.372094
6896,6037275400.0,428305818336,4240 GLENCOE AVE,512.6,1,4.1,4.1,42.0,0.0,,Not Available,"UDR, Inc",163614.0,7786.1,47.59,2.0,95.0,,90292,2017,Multifamily Housing,49.4,98.6,7786.1,50.4,99.6,1998.0,036,"100,000+",0,4,-118.44108999999999,33.988106,22.207233497451302,43.4228780426283,0.0,Multi Family House,1990s,163614,49.4,26769540996,0.577284
6276,6037265510.0,428415844138,10811 ASHTON AVE,,0,,,,,,,,,,,,,,90024,2019,,,,,,,,070,"50,000 to 99,999",0,5,-118.43945,34.0588,29.846859312968103,59.0995081346954,0.0,Multi Family House,1980s,64990,17.1,4223700100,0.2741
1364,6037127102.0,428455896654,7305 HAZELTINE AVE,,0,,,,,,,,,,,,,,91405,2020,,,,,,,,034,"20,000 to 49,999",0,3,-118.44,34.203163,55.088724688301106,93.3535124227519,1.0,Multi Family House,1980s,27750,45.1,770062500,0.289552
1550,6037127910.0,428511895681,7139 HAZELTINE AVE,93.5,0,-16.0,-16.0,74.0,0.0,,Not Available,"Vert Energy Group, Inc.",39010.0,,,1.0,100.0,,91405,2019,Multifamily Housing,39.7,70.9,2309.2,39.9,71.1,1980.0,022,"20,000 to 49,999",0,1,-118.439995,34.200096,47.425827678724296,86.0259805776264,1.0,Multi Family House,1980s,39010,39.4,1521780100,0.29878899999999997
6665,6037271200.0,428645834929,2437 CORINTH AVE,45.1,0,-63.3,-63.3,100.0,1.0,,Not Available,"Vert Energy Group, Inc.",40764.0,,,1.0,100.0,,90064,2019,Multifamily Housing,19.9,25.9,2103.0,20.0,25.9,1987.0,038,"20,000 to 49,999",0,5,-118.43861000000001,34.03347,33.4725339005967,65.8342792281498,0.0,Multi Family House,1980s,40764,18.7,1661703696,0.223201
1645,6037128702.0,428688882432,5138 HAZELTINE AVE,,0,,,,,,,,,,,,,,91423,2018,,,,,,,,001,"20,000 to 49,999",0,2,-118.43996399999999,34.163948,24.916644752912603,49.741455416824294,0.0,Multi Family House,1950s,21267,29.4,452285289,0.438076
2353,6037141201.0,428693878790,4540 HAZELTINE AVE,56.4,1,-16.2,-16.2,74.0,0.0,,Not Available,"Vert Energy Group, Inc.",23606.0,,,1.0,100.0,,91423,2018,Multifamily Housing,39.4,71.4,1013.6,40.4,72.5,1951.0,026,"20,000 to 49,999",0,1,-118.43996000000001,34.153824,24.6235049627182,49.2622020431328,0.0,Multi Family House,1960s,23606,41.2,557243236,0.262294
1626,6037128702.0,428703881247,4960 HAZELTINE AVE,68.5,1,-10.9,-10.9,68.0,0.0,,Not Available,Landmark,22672.0,,,1.0,95.0,,91423,2019,Multifamily Housing,51.3,83.7,601.4,51.6,84.0,1958.0,001,"20,000 to 49,999",0,4,-118.43996000000001,34.160595,24.916644752912603,49.741455416824294,0.0,Multi Family House,1950s,22672,51.3,514019584,0.6170180000000001
132,6037106408.0,428751936958,14040 FOOTHILL BLVD,376.9,1,-27.2,-27.2,89.0,0.0,,Not Available,LA Apartments,176160.0,,,1.0,100.0,,91342,2018,Multifamily Housing,34.9,65.6,8770.2,35.6,66.3,1985.0,049,"100,000+",0,5,-118.43960600000001,34.314644,29.8460904953727,59.08689620380879,0.0,Multi Family House,1980s,176160,34.9,31032345600,0.7274970000000001
142,6037106408.0,428768935857,14067 ASTORIA ST,88.2,1,-31.5,-31.5,96.0,0.0,,Not Available,MV at Canoga Park,38854.0,,,1.0,95.0,,91342,2018,Multifamily Housing,36.8,70.6,2084.1,37.3,71.1,2007.0,013,"20,000 to 49,999",0,4,-118.43966,34.310738,29.8460904953727,59.08689620380879,0.0,Multi Family House,1990s,38854,37.0,1509633316,0.193712
6378,6037267200.0,428776840097,1848 VETERAN AVE,38.1,0,-56.5,-56.5,,0.0,,Not Available,"Vert Energy Group, Inc.",22113.0,,,1.0,100.0,,90025,2019,Multifamily Housing,28.4,51.4,738.3,28.5,51.5,1987.0,130,"20,000 to 49,999",0,4,-118.43903999999999,34.04765,25.124388986192603,50.1576491360827,0.0,Multi Family House,1980s,22113,28.4,488984769,0.21235900000000002
6328,6037265602.0,428798844388,10776 W WILSHIRE BLVD,,0,,,,,,,,,,,,,,90024,2020,,,,,,,,BRK,"100,000+",0,5,-118.4389,34.060093,15.774884409374499,27.2039349224366,0.0,Multi Family House,1990s,342523,26.2,117322005529,0.435596
6376,6037267200.0,428842838190,2038 S BENTLEY AVE,20.1,1,-82.5,-82.5,,0.0,,Not Available,"Laufer properties, LLC.",22891.0,,,1.0,100.0,,90025,2019,Multifamily Housing,15.7,20.7,754.5,15.8,20.7,1976.0,061,"20,000 to 49,999",0,1,-118.43895,34.042922999999995,25.124388986192603,50.1576491360827,0.0,Multi Family House,1970s,22891,14.9,523997881,0.183219
122,6037106407.0,428988935463,14078 ASTORIA ST,,0,,,,,,,,,,,,,,91342,2020,,,,,,,,031,"50,000 to 99,999",0,2,-118.43989599999999,34.31051,31.212114417560702,61.6471181737924,0.0,Multi Family House,1990s,63454,27.0,4026410116,0.210977
1557,6037127920.0,429086893371,14013 VANOWEN ST,53.8,1,-2.5,-2.5,53.0,0.0,,Not Available,"Vert Energy Group, Inc.",21896.0,,,1.0,100.0,,91405,2018,Multifamily Housing,38.2,83.1,294.2,,,1986.0,019,"20,000 to 49,999",0,1,-118.4382,34.193940000000005,51.4742140567165,90.33926094085,1.0,Multi Family House,1980s,21896,38.2,479434816,0.24526799999999999
6360,6037267200.0,429121837780,2120 S BENTLEY AVE,,0,,,,,,,,,,,,,,90025,2020,,,,,,,,031,"20,000 to 49,999",0,1,-118.43793000000001,34.041733,25.124388986192603,50.1576491360827,0.0,Multi Family House,1980s,25805,29.4,665898025,0.224309
6868,6037275302.0,429154815473,4750 LINCOLN BLVD,834.2,1,-16.2,-16.2,81.0,0.0,,Not Available,AUM,338458.0,,,1.0,95.0,,90292,2017,Multifamily Housing,37.7,82.0,14406.7,38.2,82.5,2001.0,017,"100,000+",0,2,-118.43763,33.979420000000005,29.550437948352,58.60764283011729,0.0,Multi Family House,1990s,338458,37.5,114553817764,0.523345
139,6037106408.0,429165937144,14029 FOOTHILL BLVD,51.8,1,-16.7,-16.7,75.0,0.0,,Not Available,"Vert Energy Group, Inc.",21012.0,,,1.0,100.0,,91342,2018,Multifamily Housing,41.2,71.0,1057.0,41.7,71.6,1987.0,038,"20,000 to 49,999",0,3,-118.43928000000001,34.314403999999996,29.8460904953727,59.08689620380879,0.0,Multi Family House,1980s,21012,40.4,441504144,0.251035
2364,6037141201.0,429372877474,13951 MOORPARK ST,7.7,1,-92.8,-92.8,,0.0,,Not Available,JMF Development LLC,38230.0,,,1.0,90.0,,91423,2019,Multifamily Housing,3.1,8.5,1281.8,3.1,8.5,1964.0,039,"20,000 to 49,999",0,3,-118.43736000000001,34.150356,24.6235049627182,49.2622020431328,0.0,Multi Family House,1960s,38230,3.1,1461532900,0.172985
7166,,429414818655,13100 MAXELLA AVE,58.6,1,89.8,89.8,1.0,0.0,,Not Available,Unknown,10950.0,,,1.0,100.0,,90066,2019,Multifamily Housing,83.0,182.3,4136.7,83.3,182.5,1984.0,126,"20,000 to 49,999",0,3,,,,,,Multi Family House,1980s,10950,73.9,119902500,0.370194
2359,6037141201.0,429421877896,4445 COLBATH AVE,,0,,,,,,,,,,,,,,91423,2020,,,,,,,,038,"20,000 to 49,999",0,4,-118.43658,34.15157,24.6235049627182,49.2622020431328,0.0,Multi Family House,1960s,40373,33.2,1629979129,0.27715300000000004
6198,6037265202.0,429426844878,10717 WILSHIRE BLVD,,0,,,,,,,,,,,,,,90024,2020,,,,,,,,037,"100,000+",0,5,-118.43655,34.060688,19.496787098566898,37.0538529448859,0.0,Multi Family House,1950s,124740,42.8,15560067600,1.2964870000000002
130,6037106408.0,429438936487,13950 FOOTHILL BLVD,,0,,,,,,,,,,,,,,91342,2019,,,,,,,,021,"20,000 to 49,999",0,4,-118.43751499999999,34.313023,29.8460904953727,59.08689620380879,0.0,Multi Family House,1980s,42276,4.1,1787260176,0.18218299999999998
6955,6037276603.0,429441807163,8063 REDLANDS ST,37.5,1,-24.7,-24.7,85.0,0.0,,Not Available,"Vert Energy Group, Inc.",21358.0,,,1.0,100.0,,90293,2018,Multifamily Housing,28.3,55.3,899.9,29.0,56.0,1971.0,043,"20,000 to 49,999",0,2,-118.43563999999999,33.957370000000004,18.127508373145197,33.5225122966326,0.0,Multi Family House,1970s,21358,28.3,456164164,0.220137
125,6037106407.0,429460936211,13990 ASTORIA ST,175.1,1,-11.2,-11.2,68.0,0.0,,Not Available,FOOTHILL ENTERPRISES,63138.0,,,1.0,100.0,,91342,2018,Multifamily Housing,46.3,80.4,5982.9,47.3,81.4,1986.0,129,"50,000 to 99,999",0,1,-118.43843999999999,34.311809999999994,31.212114417560702,61.6471181737924,0.0,Multi Family House,1980s,63138,46.3,3986407044,0.41705299999999995
1618,6037128602.0,429646885466,13919 BURBANK BLVD,,0,,,,,,,,,,,,,,91401,2020,,,,,,,,021,"20,000 to 49,999",0,4,-118.43623999999998,34.172129999999996,23.3550042939907,46.0209358052718,0.0,Multi Family House,1950s,29389,24.4,863713321,0.443518
157,6037109500.0,429751923699,13938 FOX ST,73.5,1,-51.1,-51.1,89.0,0.0,,Not Available,Marketable Engineered Projects LLC dba Maximum Energy Professionals,34282.0,32.2,0.94,1.0,100.0,,91340,2018,Office,34.6,67.1,127.9,,,1990.0,023,"20,000 to 49,999",0,5,-118.437325,34.277992,48.8419402451212,87.7033673855467,1.0,Office,1990s,34282,34.6,1175255524,8.615126
2340,6037141102.0,429794877233,4333 STERN AVE,7.5,1,-92.6,-92.6,100.0,0.0,,Not Available,1000 West 6th Street Partners LLC,50781.0,,,1.0,95.0,,91423,2019,Multifamily Housing,2.2,6.2,1189.3,2.2,6.2,1985.0,017,"20,000 to 49,999",0,2,-118.4355,34.14975,21.6364590970378,42.3130281246059,0.0,Multi Family House,1980s,50781,2.2,2578709961,0.192402
117,6037106407.0,429814935840,13200 BROMONT AVE,142.6,1,-15.6,-15.6,78.0,0.0,,Not Available,Decron Properties,57080.0,,,0.0,95.0,,91342,2019,Multifamily Housing,35.5,99.3,5298.5,35.5,99.3,1971.0,201,"50,000 to 99,999",0,1,-118.43758000000001,34.310604,31.212114417560702,61.6471181737924,0.0,Multi Family House,1970s,57080,35.5,3258126400,0.351485
1607,6037128601.0,429869888178,13907 OXNARD ST,104.8,1,-11.3,-11.3,67.0,0.0,,Not Available,"Vert Energy Group, Inc.",44342.0,,,1.0,100.0,,91401,2018,Multifamily Housing,37.8,75.6,2492.5,38.4,76.2,1964.0,014,"20,000 to 49,999",0,5,-118.43588000000001,34.1794,47.4633529200902,86.139487955606,1.0,Multi Family House,1960s,44342,37.8,1966212964,0.308825
1613,6037128602.0,430002885228,13860 BURBANK BLVD,64.8,1,-11.8,-11.8,68.0,0.0,,Not Available,Unknown,25818.0,,,1.0,100.0,,91401,2019,Multifamily Housing,41.1,76.0,1472.9,41.2,76.1,1960.0,018,"20,000 to 49,999",0,5,-118.43503600000001,34.17212,23.3550042939907,46.0209358052718,0.0,Multi Family House,1960s,25818,41.1,666569124,0.268202
6500,6037267800.0,430046836601,2350 S BENTLEY AVE,59.7,1,-10.0,-10.0,65.0,0.0,,Not Available,"Vert Energy Group, Inc.",27214.0,,,1.0,100.0,,90064,2018,Multifamily Housing,36.0,66.1,1300.1,36.9,67.1,1985.0,050,"20,000 to 49,999",0,1,-118.43495,34.038284000000004,20.894337101309198,40.4969100769328,0.0,Multi Family House,1980s,27214,34.9,740601796,0.247209
2344,6037141102.0,430060877161,4334 STERN AVE,,0,,,,,,,,,,,,,,91423,2020,,,,,,,,058,"20,000 to 49,999",0,1,-118.43548600000001,34.149494,21.6364590970378,42.3130281246059,0.0,Multi Family House,1960s,34674,30.1,1202286276,0.249716
6495,6037267800.0,430216836027,11060 W PICO BLVD,51.1,1,9.2,9.2,,0.0,,Not Available,Anawalt Lumber Co,15500.0,,,1.0,100.0,,90064,2018,Retail Store,46.8,131.1,205.9,45.5,127.5,1923.0,009,"20,000 to 49,999",0,4,-118.43431000000001,34.037341999999995,20.894337101309198,40.4969100769328,0.0,Retail,1950s,15500,46.8,240250000,2.7150119999999998
6370,6037267200.0,430284840776,1810 MALCOLM AVE,,0,,,,,,,,,,,,,,90025,2020,,,,,,,,101,"20,000 to 49,999",0,4,-118.43382,34.049473,25.124388986192603,50.1576491360827,0.0,Multi Family House,1980s,24354,31.1,593117316,0.226525
6815,6037272201.0,430403822095,12525 WASHINGTON PL,61.4,1,-15.1,-15.1,73.0,0.0,,Not Available,Unknown,21010.0,,,1.0,95.0,,90066,2019,Multifamily Housing,51.2,74.4,665.0,51.4,74.6,1997.0,020,"20,000 to 49,999",0,3,-118.43281999999999,33.998188,21.786558831858603,42.6283263967713,0.0,Multi Family House,1990s,21010,51.2,441420100,0.198546
110,6037106114.0,430453934152,12960 DRONFIELD AVE,52.6,1,-88.6,-88.6,100.0,1.0,,Not Available,Mountain View Manor,156530.0,,,5.0,100.0,,91342,2017,Multifamily Housing,4.7,12.7,14204.8,4.8,12.7,1965.0,024,"50,000 to 99,999",0,2,-118.4343,34.305595000000004,36.9052635611176,71.6357674359945,0.0,Multi Family House,1960s,156530,4.7,24501640900,0.427336
6318,6037265601.0,430454843344,10647 WILKINS AVE,61.6,1,-55.2,-55.2,,0.0,,Not Available,Scenic West Property Management,38000.0,,,1.0,100.0,,90024,2019,Multifamily Housing,27.0,52.9,1077.9,27.1,53.0,1989.0,099,"20,000 to 49,999",0,3,-118.43303,34.05666,13.5776269772108,21.4402825072519,0.0,Multi Family House,1980s,38000,27.0,1444000000,0.24573000000000003
2351,6037141102.0,430486877047,4334 MATILIJA AVE,,0,,,,,,,,,,,,,,91423,2019,,,,,,,,029,"20,000 to 49,999",0,4,-118.43401999999999,34.149498,21.6364590970378,42.3130281246059,0.0,Multi Family House,1960s,26253,11.4,689220009,0.17288199999999998
1373,6037127104.0,430565896052,13809 SHERMAN WAY,78.6,1,-7.3,-7.3,61.0,0.0,,Not Available,"Vert Energy Group, Inc.",31437.0,,,1.0,100.0,,91405,2018,Multifamily Housing,40.2,79.0,1692.1,41.2,80.0,1987.0,067,"20,000 to 49,999",0,2,-118.43358,34.201206,63.750155350521204,97.7803001639551,1.0,Multi Family House,1980s,31437,43.1,988284969,0.292147
